,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,Response,Country,Frequency,Monetary,Customer_Age
876,2n Cycle,Together,12393.0,0,0,38,0,SA,5,57,34
877,PhD,Single,42710.0,1,0,38,0,SP,12,406,28
878,2n Cycle,Together,82347.0,0,0,38,0,IND,24,1853,55
879,2n Cycle,Together,82347.0,0,0,38,1,CA,24,1853,55
880,PhD,Together,22554.0,1,1,38,0,SP,6,41,57
881,Graduation,Together,17323.0,0,0,38,0,US,4,46,25
882,Graduation,Single,62204.0,0,2,38,0,SP,21,946,52
883,PhD,Single,78028.0,0,1,38,1,SP,19,528,56
884,Graduation,Single,63887.0,0,1,38,0,SA,27,1245,50
885,PhD,Together,32727.0,0,0,38,0,CA,15,529,47
886,Graduation,Together,29103.0,1,0,38,0,SP,4,48,27
887,Graduation,Together,61482.0,0,0,39,0,SA,11,299,49
888,Graduation,Single,20587.0,1,0,39,0,CA,4,25,44
889,Graduation,Single,20587.0,1,0,39,0,CA,4,25,44
890,PhD,Together,52190.0,1,1,39,0,SA,6,77,38
891,Graduation,Together,48186.0,1,0,39,0,SP,9,219,40
892,Graduation,Together,19329.0,1,0,39,0,CA,7,60,45
893,Master,Together,34109.0,0,1,39,0,AUS,3,22,42
894,Graduation,Together,23477.0,1,0,39,0,SP,7,147,27
895,PhD,Together,47472.0,1,1,39,0,SP,6,75,47
896,PhD,Single,14849.0,1,0,39,0,SP,6,65,37
897,2n Cycle,Together,26224.0,1,0,39,0,SP,6,63,35
898,PhD,Single,27238.0,1,1,39,0,SP,6,57,51
899,Master,Together,,0,1,39,0,US,12,317,43
900,Graduation,Single,57967.0,0,1,39,0,IND,14,468,51
901,PhD,Single,51569.0,0,1,39,1,SP,15,467,64
902,PhD,Together,72550.0,1,1,39,0,AUS,19,1319,58
903,Master,Together,44511.0,1,0,39,0,AUS,20,727,42
904,2n Cycle,Together,62972.0,0,1,39,1,SP,14,587,57
905,2n Cycle,Together,62972.0,0,1,39,0,SP,14,587,57
906,PhD,Together,77845.0,0,0,40,0,US,20,1346,25
907,PhD,Together,36663.0,1,0,40,0,SA,5,35,39
908,Master,Together,53204.0,1,1,40,0,GER,4,45,38
909,Master,Together,21059.0,1,0,40,0,SP,6,44,32
910,Master,Together,67087.0,0,1,40,0,AUS,20,794,60
911,Graduation,Single,73892.0,0,0,40,1,CA,22,1507,60
912,Graduation,Together,75114.0,0,0,40,0,SA,18,1253,21
913,Graduation,Together,42192.0,0,0,40,0,AUS,6,100,65
914,Graduation,Together,31454.0,1,1,40,0,SP,5,48,53
915,Graduation,Together,22775.0,1,0,40,0,SA,3,15,35
916,Graduation,Together,22775.0,1,0,40,0,IND,3,15,35
917,Graduation,Together,31590.0,1,0,40,0,CA,4,38,41
918,Graduation,Together,80134.0,1,0,40,1,SA,14,1690,41
919,Graduation,Together,80134.0,1,0,40,1,AUS,14,1690,41
920,Basic,Together,14188.0,0,0,40,0,GER,6,75,41
921,PhD,Together,18169.0,1,0,40,0,SP,3,21,28
922,Graduation,Together,62503.0,0,1,40,0,SP,22,973,57
923,Graduation,Together,46734.0,0,1,40,0,SP,12,330,58
924,PhD,Single,68126.0,0,0,40,1,CA,16,1820,21
925,PhD,Together,52869.0,1,1,40,1,SA,8,172,58
926,Graduation,Single,26576.0,1,0,40,1,SP,3,27,26
927,Graduation,Single,75825.0,0,0,40,1,GER,22,2209,36
928,Graduation,Together,57045.0,0,1,40,0,AUS,15,454,62
929,2n Cycle,Together,34984.0,1,1,40,0,SP,4,38,37
930,Graduation,Together,27803.0,1,0,40,0,AUS,7,176,39
931,PhD,Together,69283.0,0,1,41,0,IND,23,904,39
932,Basic,Single,18746.0,1,0,41,0,SP,6,64,22
933,2n Cycle,Together,70924.0,0,0,41,0,SP,19,1363,49
934,2n Cycle,Together,70924.0,0,0,41,0,SP,19,1363,49
935,2n Cycle,Together,69401.0,0,1,41,0,GER,13,690,41
936,Master,Single,75012.0,0,0,41,0,AUS,22,1027,38
937,Master,Together,85738.0,0,0,41,0,SP,20,1371,36
938,Graduation,Together,60934.0,0,1,41,0,CA,21,873,39
939,Master,Together,27161.0,1,0,41,0,SA,4,52,27
940,PhD,Single,64325.0,0,1,41,0,SP,18,1307,52
941,Basic,Together,18978.0,1,0,41,0,SP,4,37,39
942,Graduation,Together,41124.0,1,0,41,0,SP,14,506,35
943,PhD,Single,39684.0,1,0,41,1,SP,5,81,28
944,PhD,Together,53378.0,1,1,41,1,SP,19,793,49
945,Graduation,Together,37040.0,0,0,41,0,US,11,316,30
946,Master,Together,78710.0,0,1,42,0,SP,25,1092,37
947,Graduation,Together,92910.0,0,0,42,0,SP,26,1795,28
948,Graduation,Together,36283.0,1,1,42,0,CA,4,29,38
949,PhD,Together,79632.0,0,0,42,0,SA,19,1113,40
950,Graduation,Together,28587.0,1,0,42,0,SP,6,78,36
951,Graduation,Together,88325.0,0,0,42,0,IND,17,1623,33
952,Master,Together,51412.0,0,1,42,0,SP,9,195,55
953,2n Cycle,Single,63998.0,0,0,42,1,SP,24,1168,61
954,2n Cycle,Single,38593.0,1,0,42,0,SP,8,177,35
955,Master,Together,27889.0,1,0,42,0,AUS,4,26,36
956,2n Cycle,Single,45889.0,0,1,42,0,CA,4,46,33
957,PhD,Together,56575.0,0,2,42,0,CA,17,542,46
958,Basic,Single,16014.0,1,1,42,0,SP,6,38,34
959,Master,Single,61331.0,1,1,42,0,CA,18,632,55
960,Master,Single,70893.0,0,0,42,0,SP,22,1508,37
961,Graduation,Together,2447.0,1,0,42,0,US,28,1730,34
962,Graduation,Single,64849.0,0,0,42,1,SP,18,1336,55
963,Graduation,Together,42387.0,1,0,42,0,SP,16,684,23
964,2n Cycle,Single,80617.0,0,0,42,0,IND,18,1435,17
965,Graduation,Together,54006.0,1,0,42,0,SP,16,581,27
966,Graduation,Together,16531.0,1,0,43,0,CA,6,44,36
967,PhD,Together,30843.0,1,1,43,0,IND,4,35,48
968,PhD,Together,18988.0,1,0,43,0,AUS,4,16,30
969,PhD,Together,81051.0,0,0,43,0,SP,22,1501,49
970,Graduation,Single,39747.0,1,0,43,0,SA,10,273,26
971,PhD,Single,34554.0,0,1,43,0,CA,5,55,55
972,PhD,Together,52854.0,1,1,43,0,SA,7,116,55
973,Graduation,Together,81205.0,0,0,43,1,IND,18,2009,44
974,PhD,Together,69084.0,1,0,43,0,SP,23,1586,43
975,PhD,Together,69084.0,1,0,43,0,SP,23,1586,43
976,PhD,Together,65352.0,0,1,43,0,SA,14,405,39
977,Graduation,Together,22063.0,1,0,43,0,CA,5,55,41
978,Graduation,Single,47691.0,0,1,43,0,SP,3,21,34
979,PhD,Together,29187.0,1,0,43,0,SP,4,34,45
980,Graduation,Single,72504.0,0,1,43,0,CA,20,1478,41
981,Graduation,Single,33986.0,1,0,43,0,SP,4,44,43
982,Master,Together,42386.0,1,0,43,0,SA,6,100,27
983,Master,Together,42386.0,1,0,43,0,IND,6,100,27
984,PhD,Single,36957.0,1,1,43,1,AUS,7,152,59
985,Basic,Together,13724.0,1,0,43,0,SA,4,58,24
986,Graduation,Together,42664.0,0,1,44,0,SP,4,24,47
987,PhD,Together,37334.0,1,1,44,0,SP,7,62,56
988,2n Cycle,Together,78497.0,0,0,44,0,CA,24,978,62
989,2n Cycle,Together,78497.0,0,0,44,0,IND,24,978,62
990,2n Cycle,Together,58821.0,0,1,44,0,SA,20,728,57
991,Graduation,Together,58398.0,0,0,44,0,AUS,17,596,60
992,Master,Together,80950.0,0,0,44,0,SA,22,1213,52
993,PhD,Together,30732.0,1,0,44,0,SA,9,185,33
994,2n Cycle,Single,89572.0,0,0,44,1,SP,23,2059,46
995,Graduation,Single,57107.0,0,1,44,1,SP,16,416,44
996,Graduation,Single,76467.0,1,0,44,1,US,12,1575,42
997,Graduation,Single,,1,1,45,0,GER,3,18,57
998,Graduation,Together,51315.0,0,0,45,0,AUS,9,222,66
999,Graduation,Single,43602.0,1,1,45,0,SA,6,68,48
1000,Graduation,Single,38643.0,1,1,45,0,SP,5,49,35
1001,Graduation,Single,49090.0,0,1,45,0,SP,18,688,62
1002,Graduation,Together,70617.0,0,0,45,0,SP,13,1280,43
1003,PhD,Together,67536.0,0,1,45,0,SA,27,1829,43
1004,Graduation,Together,27573.0,1,0,45,0,SP,10,244,38
1005,2n Cycle,Single,13533.0,1,0,45,0,SP,5,48,34
1006,Graduation,Together,50725.0,0,1,45,0,CA,17,586,60
1007,Graduation,Together,25851.0,1,0,45,0,AUS,5,48,35
1008,Graduation,Together,57113.0,1,1,45,0,SP,10,263,35
1009,Master,Together,62847.0,0,0,45,0,CA,13,1612,68
1010,Graduation,Single,68627.0,0,0,45,0,SA,11,825,31
1011,Graduation,Together,25271.0,1,0,45,0,IND,4,50,29
1012,Graduation,Single,63810.0,0,1,45,0,SP,19,1371,46
1013,Graduation,Single,63810.0,0,1,45,0,GER,19,1371,46
1014,PhD,Together,65488.0,0,0,46,0,SP,13,963,56
1015,Master,Single,36927.0,1,1,46,0,US,6,71,59
1016,Graduation,Together,22108.0,1,1,46,0,SP,5,31,37
1017,Graduation,Together,72025.0,0,0,46,1,AUS,25,1677,65
1018,Graduation,Together,33183.0,1,0,46,0,SP,7,120,39
1019,Master,Together,23661.0,1,0,46,0,SA,4,23,31
1020,2n Cycle,Together,25315.0,1,0,46,0,SP,6,54,36
1021,Graduation,Single,45938.0,0,0,46,0,US,18,636,52
1022,Graduation,Single,66951.0,0,0,46,0,IND,14,1117,25
1023,Graduation,Together,77298.0,0,1,46,0,CA,23,969,34
1024,Graduation,Together,77298.0,0,1,46,0,SP,23,969,34
1025,Master,Together,43018.0,0,1,46,0,GER,6,133,39
1026,Graduation,Together,75759.0,0,0,46,1,SA,25,2486,44
1027,PhD,Single,33996.0,0,0,46,0,SP,5,71,24
1028,PhD,Single,33996.0,0,0,46,0,SA,5,71,24
1029,Graduation,Single,54137.0,0,1,46,0,SA,9,203,43
1030,Graduation,Together,61223.0,0,1,46,0,SA,16,1341,46
1031,PhD,Single,69674.0,0,2,46,0,SA,22,845,45
1032,Master,Single,49494.0,1,0,46,0,CA,12,385,41
1033,Graduation,Together,51195.0,1,1,46,0,SA,16,564,51
1034,2n Cycle,Together,37284.0,1,1,46,0,IND,3,23,38
1035,2n Cycle,Together,37284.0,1,1,46,0,SP,3,23,38
1036,Graduation,Together,42011.0,1,0,46,0,SA,8,189,35
1037,Graduation,Single,70044.0,0,1,46,0,SP,22,1504,59
1038,Graduation,Together,46053.0,1,0,46,0,GER,9,209,41
1039,Basic,Together,24480.0,1,0,46,0,SA,7,102,32
1040,Graduation,Together,54233.0,0,1,46,0,SP,22,981,36
1041,Graduation,Single,36130.0,0,1,46,1,SP,15,488,59
1042,PhD,Together,56559.0,0,1,46,0,SP,15,484,37
1043,Master,Single,92859.0,0,0,46,0,CA,21,2077,20
1044,Graduation,Together,44010.0,1,0,46,0,SA,18,662,32
1045,Graduation,Together,80124.0,0,0,47,0,SA,18,1495,51
1046,Graduation,Together,80124.0,0,0,47,0,SP,18,1495,51
1047,Graduation,Together,50183.0,1,1,47,0,SA,10,231,34
1048,Graduation,Together,64722.0,1,0,47,0,SP,21,805,43
1049,PhD,Together,37395.0,1,0,47,0,SP,4,39,38
1050,Master,Together,29543.0,2,0,47,0,SP,6,63,46
1051,Graduation,Together,19514.0,1,1,47,1,SP,6,69,46
1052,Graduation,Together,19514.0,1,1,47,0,SP,6,69,46
1053,Graduation,Together,59481.0,0,1,47,0,SP,14,461,38
1054,Master,Single,91712.0,0,0,47,1,SP,27,2217,66
1055,Graduation,Together,80144.0,0,0,47,0,AUS,18,1367,38
1056,PhD,Together,59973.0,0,0,47,0,SP,14,382,41
1057,PhD,Single,68352.0,0,1,47,0,CA,22,871,39
1058,Master,Single,81169.0,0,0,47,0,SP,21,2089,38
1059,Graduation,Together,61456.0,0,1,47,0,SP,29,1388,38
1060,Basic,Together,22634.0,0,0,47,0,SP,5,96,47
1061,Basic,Together,22634.0,0,0,47,0,AUS,5,96,47
1062,Graduation,Together,23957.0,1,0,47,1,CA,5,68,37
1063,Graduation,Together,33471.0,1,0,47,0,SA,7,93,39
1064,PhD,Together,52157.0,0,1,48,0,SP,10,265,64
1065,PhD,Single,30298.0,0,0,48,0,SP,5,28,29
1066,PhD,Single,56551.0,1,1,48,0,SA,7,138,64
1067,PhD,Single,56551.0,1,1,48,0,SP,7,138,64
1068,Master,Other,65487.0,0,0,48,0,CA,14,1169,57
1069,Master,Together,65487.0,0,0,48,0,CA,14,1169,57
1070,Graduation,Single,44213.0,1,1,48,0,SP,8,152,61
1071,PhD,Together,40344.0,0,1,48,0,SP,10,218,39
1072,Graduation,Together,57867.0,1,0,48,0,CA,18,612,35
1073,Graduation,Together,25410.0,1,0,48,0,SP,5,38,40
1074,Graduation,Together,13260.0,1,1,48,0,SP,6,49,43
1075,Graduation,Together,42691.0,0,0,48,0,SP,12,358,22
1076,Master,Together,36138.0,1,1,48,0,GER,8,151,43
1077,Master,Together,57136.0,1,1,48,0,CA,17,642,41
1078,Graduation,Single,58275.0,1,1,48,0,GER,17,615,58
1079,PhD,Single,54237.0,0,1,48,0,SA,12,361,56
1080,PhD,Together,34596.0,1,0,48,1,SA,3,23,39
1081,PhD,Together,34596.0,1,0,48,0,GER,3,23,39
1082,Master,Together,74881.0,1,1,48,0,IND,23,964,52
1083,Master,Together,74881.0,1,1,48,0,SP,23,964,52
1084,Graduation,Single,44267.0,1,1,48,0,SP,11,310,43
1085,Graduation,Together,68487.0,0,0,48,0,CA,29,1366,25
1086,Graduation,Together,68487.0,0,0,48,0,AUS,29,1366,25
1087,Graduation,Single,80982.0,1,1,48,0,SP,27,1191,54
1088,Graduation,Together,69508.0,1,0,48,0,SA,26,1135,32
1089,PhD,Together,63342.0,0,1,48,0,SA,16,1101,51
1090,PhD,Together,63342.0,0,1,48,1,SP,16,1101,51
1091,Graduation,Single,82014.0,0,0,48,1,SA,21,1511,51
1092,Graduation,Single,76320.0,0,1,49,0,US,13,932,55
1093,Graduation,Single,64587.0,1,1,49,0,SP,6,108,60
1094,Graduation,Together,74190.0,0,1,49,0,SP,17,641,39
1095,Master,Together,32765.0,1,0,49,0,SP,6,46,35
1096,2n Cycle,Single,,1,1,49,0,AUS,3,21,50
1097,2n Cycle,Together,22212.0,1,0,49,0,SA,6,69,38
1098,Graduation,Single,18358.0,1,0,49,0,SP,7,57,24
1099,Graduation,Together,26067.0,1,0,49,0,CA,6,56,39
1100,Basic,Together,22390.0,0,0,49,0,AUS,3,26,44
1101,Graduation,Together,70440.0,0,0,49,0,SP,22,1572,35
1102,Graduation,Single,60199.0,1,2,49,0,CA,3,18,35
1103,Graduation,Together,38547.0,1,0,49,0,CA,3,22,32
1104,Graduation,Together,19107.0,1,0,49,0,CA,4,46,33
1105,PhD,Single,37929.0,0,0,49,1,SP,11,265,28
1106,Graduation,Single,16813.0,0,0,49,0,CA,5,50,63
1107,Graduation,Together,62187.0,0,0,49,0,SP,17,1283,56
1108,Graduation,Together,57811.0,0,1,49,0,SP,20,802,47
1109,Master,Together,50943.0,0,1,49,0,SP,4,46,57
1110,Master,Together,50943.0,0,1,49,0,SP,4,46,57
1111,Graduation,Single,53201.0,1,1,49,0,SP,14,415,38
1112,Graduation,Together,54414.0,1,1,49,0,SA,9,211,50
1113,Graduation,Together,26290.0,1,1,49,0,CA,6,77,41
1114,Graduation,Single,61250.0,0,1,49,0,SP,19,730,53
1115,Basic,Together,28389.0,0,0,49,0,SP,3,28,65
1116,Master,Single,55250.0,0,1,49,0,AUS,22,903,47
1117,Graduation,Together,37758.0,1,1,49,0,IND,4,40,46
1118,Graduation,Together,37758.0,1,1,49,0,SP,4,40,46
1119,PhD,Together,37633.0,1,1,49,0,SP,4,38,55
1120,PhD,Together,33629.0,1,1,49,0,SP,8,152,49
1121,PhD,Together,36947.0,1,1,49,0,AUS,7,146,45
1122,Graduation,Single,69142.0,0,1,50,0,IND,16,535,62
1123,Graduation,Together,53154.0,0,1,50,0,US,8,158,55
1124,PhD,Together,65695.0,0,1,50,0,SP,19,656,54
1125,PhD,Together,69805.0,0,1,50,0,GER,25,1038,62
1126,2n Cycle,Single,36975.0,1,0,50,0,SP,4,33,35
1127,Graduation,Together,26228.0,1,0,50,0,SP,3,25,40
1128,Master,Together,37787.0,1,0,50,0,IND,6,106,41
1129,PhD,Together,37087.0,1,0,50,0,SA,14,401,39
1130,2n Cycle,Together,57247.0,0,1,50,0,SP,10,232,61
1131,PhD,Together,36930.0,0,1,50,0,SP,11,297,59
1132,Master,Single,48721.0,1,1,50,0,SA,11,293,50
1133,Master,Together,43641.0,1,1,50,0,SP,7,139,44
1134,Graduation,Together,75903.0,0,1,50,0,SP,21,901,62
1135,Graduation,Together,71391.0,0,1,50,0,CA,23,1043,57
1136,PhD,Together,16927.0,1,1,50,0,SA,7,53,37
1137,Graduation,Single,27215.0,2,1,50,0,SA,7,102,52
1138,Graduation,Together,53858.0,0,1,50,0,SP,13,915,36
1139,Graduation,Single,30983.0,0,0,50,1,IND,7,167,49
1140,Graduation,Together,43462.0,1,1,50,0,SP,10,240,60
1141,Graduation,Together,63943.0,0,1,50,0,IND,16,1106,56
1142,Graduation,Single,26816.0,0,0,50,0,IND,3,22,26
1143,2n Cycle,Together,75484.0,0,1,50,0,CA,16,1159,36
1144,Master,Together,33564.0,0,1,51,0,SP,5,71,48
1145,Master,Together,54348.0,1,1,51,0,CA,6,90,61
1146,Graduation,Together,54984.0,0,1,51,0,SP,13,358,55
1147,Graduation,Single,34738.0,1,0,51,0,SP,4,20,30
1148,Graduation,Single,68118.0,0,1,51,0,US,21,928,50
1149,Graduation,Single,68118.0,0,1,51,0,SP,21,928,50
1150,Graduation,Together,22682.0,1,0,51,0,AUS,7,95,40
1151,Graduation,Together,51948.0,0,1,51,0,SP,11,311,38
1152,Graduation,Together,25293.0,1,0,51,0,SP,4,37,44
1153,Graduation,Together,25293.0,1,0,51,0,AUS,4,37,44
1154,PhD,Together,41551.0,1,1,51,0,CA,11,279,49
1155,PhD,Together,56067.0,0,1,51,0,SA,18,725,51
1156,Graduation,Together,67433.0,0,2,51,0,SP,24,992,61
1157,Graduation,Together,22010.0,1,0,51,0,SP,5,33,30
1158,2n Cycle,Single,64831.0,1,1,51,0,SA,14,1120,61
1159,Graduation,Together,62820.0,0,0,51,0,SA,13,976,59
1160,Graduation,Together,62820.0,0,0,51,0,SP,13,976,59
1161,2n Cycle,Single,78353.0,0,1,51,0,CA,23,1576,54
1162,Master,Together,57183.0,1,1,51,0,SP,17,610,47
1163,Graduation,Single,23478.0,0,0,51,0,US,6,129,48
1164,Graduation,Single,30168.0,1,0,51,0,SP,11,279,35
1165,Graduation,Together,37155.0,1,0,51,0,SP,6,74,24
1166,Basic,Single,16581.0,0,0,51,0,SP,3,24,28
1167,Graduation,Together,41850.0,1,1,51,0,US,6,96,32
1168,Master,Single,81380.0,0,0,51,0,CA,16,1893,45
1169,Graduation,Together,56386.0,1,1,51,0,SA,17,612,31
1170,Graduation,Single,25818.0,1,0,51,0,GER,3,28,41
1171,Graduation,Together,15345.0,1,0,51,1,SP,4,47,28
1172,Master,Together,57954.0,1,1,52,0,SP,16,493,37
1173,Graduation,Together,50300.0,0,1,52,0,SP,11,270,62
1174,PhD,Together,38725.0,1,1,52,0,SP,5,45,59
1175,2n Cycle,Together,10404.0,1,0,52,0,SP,5,43,25
1176,Basic,Single,26868.0,1,0,52,0,SA,3,14,23
1177,Graduation,Single,72298.0,0,0,52,0,SP,13,939,65
1178,Graduation,Together,72905.0,0,0,52,0,SP,19,1515,56
1179,Graduation,Single,47025.0,0,1,52,0,US,14,415,37
1180,Graduation,Single,29938.0,1,0,52,0,SA,4,26,28
1181,PhD,Together,46681.0,0,2,52,0,SP,14,425,65
1182,PhD,Together,46681.0,0,2,52,0,SA,14,425,65
1183,Master,Single,29548.0,1,0,52,0,SP,4,29,43
1184,Master,Together,62058.0,0,1,52,0,GER,14,450,57
1185,Master,Together,,1,1,52,0,AUS,18,721,44
1186,PhD,Single,36736.0,1,1,52,0,SP,3,17,50
1187,Master,Single,8820.0,1,1,52,0,CA,6,35,61
1188,Basic,Together,14918.0,0,1,52,0,IND,4,43,49
1189,Graduation,Together,56715.0,0,0,52,0,SP,14,1020,38
1190,Basic,Together,24882.0,1,0,52,0,IND,4,80,34
1191,Basic,Together,24882.0,1,0,52,0,SP,4,80,34
1192,Master,Together,40442.0,1,1,52,1,SA,8,169,60
1193,2n Cycle,Single,64176.0,0,1,52,0,SP,25,1826,47
1194,PhD,Together,23536.0,1,0,53,0,SP,3,10,31
1195,Graduation,Single,35246.0,1,1,53,0,SA,7,62,56
1196,Graduation,Together,28442.0,2,0,53,0,SP,7,57,36
1197,Graduation,Together,48195.0,1,1,53,0,SP,11,265,58
1198,2n Cycle,Single,74116.0,0,0,53,0,SA,18,2052,31
1199,Master,Together,78093.0,0,0,53,0,SA,16,1105,66
1200,Master,Single,59354.0,1,1,53,0,US,12,310,61
1201,2n Cycle,Together,36301.0,1,0,53,0,SA,6,78,37
1202,Master,Single,77598.0,0,0,53,0,SP,25,1735,70
1203,Graduation,Together,62710.0,0,1,53,0,SP,18,606,41
1204,Graduation,Together,36317.0,0,1,53,0,SP,7,133,48
1205,PhD,Single,42767.0,2,0,53,0,SA,6,131,42
1206,Master,Together,43815.0,1,0,53,0,SP,5,79,31
1207,Graduation,Single,44421.0,1,1,53,0,SP,9,189,42
1208,PhD,Single,48948.0,0,0,53,1,AUS,22,902,70
1209,PhD,Single,48948.0,0,0,53,1,SA,22,902,70
1210,Master,Single,63120.0,0,1,53,1,SP,21,1477,62
1211,PhD,Together,55517.0,1,1,53,1,SA,18,633,62
1212,Graduation,Single,36864.0,0,1,53,1,AUS,11,354,55
1214,Graduation,Single,82582.0,0,0,54,1,AUS,20,1617,37
1215,Graduation,Single,79803.0,0,1,54,0,SP,12,868,56
1216,PhD,Single,52569.0,0,1,54,0,SA,6,95,47
1217,PhD,Single,82032.0,0,0,54,0,IND,17,1234,66
1218,PhD,Single,82032.0,0,0,54,0,IND,17,1234,66
1219,Graduation,Together,65685.0,0,1,54,0,CA,20,769,42
1220,Graduation,Together,65685.0,0,1,54,0,AUS,20,769,42
1221,PhD,Together,40451.0,0,2,54,0,SP,4,49,57
1222,2n Cycle,Single,31163.0,1,0,54,0,GER,4,38,41
1223,2n Cycle,Single,31163.0,1,0,54,0,CA,4,38,41
1224,Graduation,Together,35704.0,1,1,54,0,SA,6,94,62
1225,Graduation,Single,7500.0,1,0,54,0,SA,7,57,40
1226,Graduation,Together,36075.0,1,0,54,0,SP,6,119,30
1227,PhD,Together,70038.0,0,0,54,0,GER,16,1244,31
1228,PhD,Together,70038.0,0,0,54,0,AUS,16,1244,31
1229,Graduation,Together,71796.0,0,0,54,0,SA,16,960,42
1230,2n Cycle,Together,47821.0,1,1,54,0,SP,4,47,46
1231,PhD,Together,45503.0,1,0,54,0,SP,8,170,38
1232,Graduation,Single,28647.0,1,0,54,1,SP,6,94,35
1233,Master,Single,37760.0,1,0,54,0,SP,5,54,41
1234,PhD,Together,85431.0,0,0,54,0,SP,16,1165,61
1235,2n Cycle,Together,72635.0,0,0,54,0,SP,20,981,58
1236,2n Cycle,Together,72635.0,0,0,54,0,SP,20,981,58
1237,Graduation,Together,77142.0,0,0,54,0,SP,16,990,65
1238,Graduation,Together,53172.0,0,1,54,0,IND,13,486,35
1239,Graduation,Single,36065.0,1,1,54,0,SP,6,74,45
1240,Graduation,Together,73926.0,0,0,54,0,CA,23,1580,40
1241,Graduation,Single,35790.0,1,0,54,0,AUS,5,72,36
1242,Graduation,Single,39552.0,1,1,54,1,SP,13,384,50
1243,2n Cycle,Together,68316.0,0,1,54,0,SP,27,1211,48
1244,PhD,Together,102160.0,0,0,54,1,SA,26,1240,35
1245,Master,Single,51390.0,1,1,54,0,SA,12,353,47
1246,Graduation,Single,72066.0,0,0,55,1,SA,16,1792,33
1247,Graduation,Together,21675.0,1,0,55,0,IND,7,45,38
1248,Graduation,Together,48006.0,1,1,55,0,SP,4,41,49
1249,Graduation,Together,65106.0,0,1,55,0,SP,24,973,39
1250,Graduation,Single,58401.0,0,1,55,0,SP,5,96,54
1251,Graduation,Together,29315.0,1,1,55,0,SA,6,48,54
1252,Master,Single,49389.0,1,1,55,0,AUS,5,65,62
1253,PhD,Together,51717.0,0,1,55,0,SA,7,122,48
1254,2n Cycle,Single,46779.0,1,1,55,0,SA,3,23,53
1255,Master,Together,28520.0,1,1,55,0,SP,4,43,53
1256,Graduation,Single,34377.0,0,1,55,0,SP,6,114,50
1257,PhD,Single,54959.0,0,1,55,1,SP,18,1232,52
1258,Master,Together,82384.0,0,0,55,1,AUS,26,1957,57
1259,Graduation,Single,46998.0,0,1,55,0,SP,13,377,56
1260,Graduation,Together,58554.0,1,1,55,0,US,16,586,44
1261,Graduation,Together,58554.0,1,1,55,0,IND,16,586,44
1262,PhD,Single,57333.0,0,1,55,1,SP,22,1662,58
1263,Graduation,Together,80685.0,0,0,55,0,SP,20,1004,18
1264,Graduation,Together,52117.0,0,1,55,0,SP,11,279,47
1265,PhD,Together,62220.0,0,1,55,1,GER,18,1226,40
1266,PhD,Together,64014.0,2,1,56,0,CA,15,444,68
1267,PhD,Together,64014.0,2,1,56,0,SA,15,444,68
1268,Master,Single,46390.0,0,1,56,0,US,9,222,59
1269,Graduation,Together,75507.0,0,0,56,0,GER,20,1440,35
1270,Graduation,Together,75507.0,0,0,56,0,AUS,20,1440,35
1271,Master,Together,59412.0,0,0,56,0,SP,14,406,63
1272,PhD,Single,50616.0,0,1,56,0,SP,8,149,46
1273,Master,Together,35924.0,1,1,56,0,SA,4,34,45
1274,2n Cycle,Together,57937.0,0,1,56,0,SA,17,683,32
1275,PhD,Together,73356.0,0,0,56,1,SP,21,1512,30
1276,Master,Together,21255.0,1,0,56,0,SP,7,61,40
1277,Master,Together,58494.0,0,1,56,0,SA,14,396,39
1278,Graduation,Together,72460.0,0,0,56,0,SA,15,1047,44
1279,PhD,Together,68682.0,0,0,56,0,SP,23,1598,22
1280,PhD,Together,68682.0,0,0,56,0,SP,23,1598,22
1281,Master,Together,36959.0,1,0,56,0,SP,5,62,32
1282,PhD,Together,46463.0,1,1,56,0,SP,10,235,42
1283,Graduation,Single,61825.0,0,1,56,0,SP,14,424,34
1284,Graduation,Single,61825.0,0,1,56,0,SP,14,424,34
1285,Graduation,Together,28691.0,1,0,56,0,SP,4,34,24
1286,Graduation,Together,28691.0,1,0,56,0,SP,4,34,24
1287,Graduation,Together,54058.0,0,1,56,0,SP,18,662,37
1288,Graduation,Single,84196.0,0,1,56,0,SP,19,1237,38
1289,Master,Together,38620.0,0,0,56,0,AUS,10,318,50
1290,Master,Together,38620.0,0,0,56,0,GER,10,318,50
1292,Graduation,Together,47743.0,0,1,56,0,SP,11,275,56
1293,PhD,Together,80360.0,0,0,56,0,SP,13,2231,64
1294,Graduation,Together,66303.0,0,1,56,0,SP,18,1286,42
1295,Graduation,Together,52413.0,0,2,56,0,CA,22,910,44
1296,Graduation,Single,60714.0,0,0,56,1,SA,21,957,57
1297,Master,Single,31385.0,1,0,56,1,SP,3,27,28
1298,2n Cycle,Single,83257.0,0,0,56,1,SP,27,1365,17
1299,PhD,Together,80427.0,0,1,56,0,IND,27,1835,37
1300,Graduation,Together,38823.0,0,1,56,0,SP,6,114,63
1301,Graduation,Together,42014.0,1,0,56,1,CA,14,436,35
1302,Graduation,Together,42014.0,1,0,56,1,SA,14,436,35
1303,PhD,Together,76140.0,0,0,57,0,SP,20,1348,66
1304,2n Cycle,Single,41713.0,1,1,57,0,CA,8,174,50
1305,PhD,Together,62670.0,0,1,57,0,SA,21,825,60
